Book_name,Book_price,Book_postage
"Star Wars Jedi Apprentice: #15 The Death of Hope - Jude Watson (Paperback,2001)",£45.10,£19.06
Phillip Mann MASTER OF PAXWAX Book 1993 Vtg Phillip Mann Book Vtg Alien Book,£12.53,£16.88
GILLIAN RUBINSTEIN Skymaze Vtg GILLIAN RUBINSTEIN Space Demons 2 Vtg Demon Book,£14.40,£16.88
Brad Strickland THE STAR GHOST Star Trek Deep Space Nine Book 1994 Vtg Star Trek,£12.53,£16.88
"Hour of the Horde, by Gordon R. Dickson -  paperback, DAW Books, 1981",£5.00,£7.50
"Earth is Room Enough by Isaac Asimov - paperback, Panther 1972 reprint",£4.00,£7.50
"Second Stage Lensman, E. E. ""Doc"" Smith - Panther, 1973, Chris Foss cover art",£5.00,£7.50
"Warhammer 40,000: Rites of Passage by Mike Brooks (Hardcover Book)",£56.38,£39.10
BBC Doctor Who Tardis Model-Making Kit 2007 Sealed Free Postage,£31.01,£28.19
ALAN DEAN FOSTER Startrek Log 4 Vtg Startrek Book Vtg Alan Dean Foster Vtg Scifi,£20.04,£16.88
"Tales of the Wonder Club, Vol. I of III by Alexander Huth, Fiction, Fantasy by ","£1,326.74",£7.20
"War Of The Roses, Stormbird Trinity Bloodline (2014) 3x Book Novel Lot - Fantasy",£15.79,£19.62
Star Wars Galaxy of Fear #10 The Doomsday Ship RARE,£71.60,£19.06
ALAN DEAN FOSTER Icerigger 1976 Vtg ALAN DEAN FOSTER Vtg Sci Fi Vtg NEL Book 70s,£20.04,£16.88
Edward Packard THE CAVE OF TIME 1979 CHOOSE YOUR OWN ADVENTURE Book 1 CYOA Book,£16.28,£16.88
THE CROOKED COMPUTER William G. Shingler Jr. 1979 Early  Man VS Computer RARE PB,£28.98,£16.88
Doctor Who Sick Building Paul Magrs 2007 Hardcover Book First Edition Rare,£33.83,£28.19
Warhammer 40k Visions of War The Art of Space Marine Battles Limited Edition,£160.42,£22.94
Timeline - Michael Crichton - Movie Tie In Paperback Arrow Books,£9.58,£17.93
"The Fleet Book 5: Total War, David Drake & Bill Fawcett - Ace Books, 1990",£6.00,£7.50
"The Stone Dogs, by S.M. Stirling - paperback, Baen Books, 1990",£6.00,£15.00
"Behold the Man by Michael Moorcock - SF paperback, Mayflower, 1976 reprint",£6.00,£7.50
1st Ed Star Wars: Darksaber byKevin J. Anderson Hardcover,£12.63,£31.00
1st Ed Star Wars Book Episode 1 The Phantom Menace Large Hardcover Terry Brooks,£11.16,£31.00
The Word for World is Forest - Handbound artisanal hardback - Ursula K Le Guin ,£24.00,£15.00
"Stories From Outer Space, by Raj Sacranie, Illustrated John Gosler - HB/DJ 1979",£11.25,£28.95
"Baneblade (Warhammer 40k) by Guy Hayley, Paperback, Pre-owned.",£28.19,£19.62
"STORM BREAKING,Mercedes Lackey 1st Ed/1st Print Numbered The Mage Storms Book 3",£56.32,£28.95
ROBERT A. HEINLEIN Podkayne of Mars 1978 Vintage Robert Heinlein Book Vtg Sci Fi,£31.32,£16.88
Nickelodeon TEENAGE MUTANT NINJA TURTLES Book 1-3 3 Pack ACTION Comedy SUPERHERO,£45.19,£16.88
Winter in Eden! 1st Edition 2001 Book by Harry Harrison!,£19.73,£28.95
The Heart Of A Dog by Mikhail Bulgakov 1968 UK 1st/1st HB Harvill Press,£49.99,£25.00
Monkey Planet by Pierre Boulle Penguin Science Fiction vintage paperback 1966,£36.62,£10.71
Peter F Hamilton - Night Without Stars - 1st/1st (2016 First Edition DJ),£19.95,£23.50
Star Wars: Jedi Quest: #2 Trial of the Jedi + #4 Master Disguise by Jude Watson ,£10.15,£19.06
"Moving Mars by Greg Bear (Paperback, 1993) 1st Edition | Sci-fi",£9.13,£38.45
Little Machines SIGNED Paul McAuley 2005 Limited Numbered,£85.00,£29.50
"The Host Man by Andrew Hamilton (Hardcover, 1975) Vintage",£11.25,£28.95
John Wyndham WEB 1983 Vintage John Wyndham Book Skeleton Cover Skull Cover Book,£25.05,£16.88
GEORGE R.R. MARTIN Nightflyers TV Show Book Netlfix American HORROR Book Sci Fi,£14.40,£16.88
The Muller-Fokker Effect by John Sladek 1972 UK Panther PB 1st - Vintage - VGC,£6.99,£8.00
"Warhammer 40,000: Deathwatch - The Long Vigil (Hardcover Book)",£56.38,£39.10
The Loop 3: The Arc by Ben Oliver,£6.98,£17.99
"Warhammer 40,000 Legends Collection No 6 Dark Apostle By Anthony Reynolds",£14.00,£17.50
"New SHERI S. TEPPER 3x SF Novels ""THE FAMILY TREE""/""SHADOW'S END""/""THE AWAKENERS",£12.98,£15.95
"Time's Last Gift, by Philip José Farmer - SF paperback, Panther/Granada, 1979",£3.00,£7.50
"False Dawn, by Chelsea Quinn Yarbro - SF paperback, Granada, 1981",£4.00,£7.50
8 books by Anne Rice feast of all saints Queen of the damned Pandora vittorio,£33.23,£27.06
"When We Were Birds, Very Good Condition, Banwo, Ayanna Lloyd, ISBN 0241502799",£8.51,£8.14
BRUCE BAUGH Judgement Day 1st Edition BRUCE BAUGH 1st Edition RARE Paperback,£106.48,£16.88
ALAN DEAN FOSTER Cat-A-Lyst 1992 Vtg Alan Dean Foster 1st Edition Orbit Book,£54.49,£16.88
ALGIS BUDRYS The Furious Future 1975 Vtg ALGIS BUDRYS Vtg Sci Fi Quartet Books,£18.79,£16.88
"Sorcerer's Feud, Very Good Condition, Kerr, Katharine, ISBN 1940121027",£6.32,£6.41
"Turn Left at Thursday, by Frederik Pohl - paperback, Ballantine Books, 1961",£5.00,£7.50
"Warhammer 40,000: Rites of Passage by Mike Brooks (Hardcover Book)",£56.38,£39.10
"Warhammer 40,000: The Voice of Mars by David Guymer (Paperback Book)",£45.10,£39.10
ANNE McCAFFREY The Ship Who Won Vtg JODY LYNN NYE Vtg ANNE McCAFFREY Book 2000,£18.79,£16.88
Wynne N. Whiteford BREATHING SPACE ONLY 1980 SIGNED Wynne N. Whiteford Autograph,£81.43,£16.88
"Warhammer 40,000: Ahriman - Exile by John French (Paperback Book)",£45.10,£39.10
"Whipping Star, by Frank Herbert - paperback, NEL, 1973, Bruce Pennington cover",£5.00,£7.50
"3001: The Final Odyssey by Arthur C. Clarke (Paperback, 1997) Book English",£19.96,£11.22
Andre Norton SPELL OF THE WITCH WORLD Book 1978 Vtg Andre Norton Vtg Witch Book,£10.64,£16.88
The Fountains Of Paradise Arthur C. Clarke 1980 Sci-Fi Giant Space Elevator Rare,£28.19,£28.19
MICHAEL CRICHTON Prey 2002 Robot Book author of JURASSIC PARK Horror Book,£10.01,£16.88
DOUGLAS ADAMS The Restaurant at the End of the Universe Vintage Douglas Adams,£12.53,£16.88
Doctor Who: Hope by Mark Clapham   BOOK ,£8.09,£16.25
Vincent King ANOTHER END 1972 Vtg Vincent King 1st Edition Vtg Sci Fi Vtg Robot,£18.79,£16.88
"Revolt of the Micronauts, by Gordon Williams - SF paperback, NEL, 1981",£8.00,£7.00
"Warhammer 40,000: Blackstone Fortress - Ascension by Darius Hinks (Hardcover)",£56.38,£39.10
Black Easter or Faust Aleph-Null by James Blish 1972 UK Penguin PB 1st - VGC,£34.99,£18.00
Patrick Ness Chaos walking 3 Books Box set - Paperback by Ness Patrick Book The,£17.99,£8.00
"Doctor Who Sick Building,Paul Magrs",£1.90,£4.99
FRANK HERBERT Pandora Trilogy PB Novels JESUS INCIDENT/LAZARUS EFFECT/ASCENSION,£9.98,£12.99
"Ten From Tomorrow, E C Tubb - 1968 Sphere Science Fiction Paperback",£4.95,£6.80
"Assemblers of Infinity, by Kevin J Anderson & Doug Beason, Bantam Books, 1993",£6.00,£10.00
"Up the Line, by Robert Silverberg - SF paperback, Sphere Books, 1975",£5.00,£7.50
SIMPSONS COMICS Colossal Compendium Vol. 1 2015 Cartoons Graphic Novels HUMOR PB,£24.38,£16.88
DOUGLAS ADAMS The Restaurant At The End of the Universe HitchHikers Galaxy Book,£18.79,£16.88
"A Song for Lya: And Other Stories, Martin, George R R, Good Condition, ISBN 1930",£29.98,£11.35
The Fountains Of Paradise - Arthur C Clarke 1st EDITION 1979 HBDJ Vintage,£10.71,£28.95
"Interstellar Two-Five by John Rankine (Paperback, 1968) Book English",£14.94,£11.22
JOHN SLADEK 3xVintage SF PBs Reproductive System/Steam-Driven Boy/Alien Accounts,£11.49,£6.99
Five Minds: A Financial Times Book of the Year by Guy Morpuss,£8.80,£17.99
Dune Messiah by Frank Herbert  New English Library Paperback Book ,£8.40,£7.33
"Star Wars DK Readers Collection, Lindsay Kent, Shari Last, Kate Simkins, Laura B",£3.11,£7.17
"When Harlie Was One, by David Gerrold - classic SF paperback, Ballantine, 1972",£6.00,£7.00
BRIAN M. STABLEFORD The City of The Sun 1980 Vtg BRIAN M. STABLEFORD Book 80s,£18.79,£16.88
ALAN DEAN FOSTER The Moment of the Magician Vintage Alan Dean Foster VTG Fantasy,£50.11,£16.88
"The Thurb Revolution, by Alexei Panshin - SF paperback, Ace Book G-762, 1968",£5.00,£7.50
Mary and the Giant by Philip K. Dick 1989 UK Paladin PB 1st - Vintage - VGC,£29.99,£18.00
New Writings in SF-10 Edited by John Carnell 1967 1st Edition Corgi Paperback ,£9.99,£6.80
THE VOID CAPTAIN'S TALE Novel by NORMAN SPINRAD Vintge PB [Granada 1st Ed.1984] ,£3.78,£4.49
"Warhammer 40,000: The Last Chancers - Armageddon Saint by Gav Thorpe (Hardcover)",£56.38,£39.10
"Dark Inferno, by James White - vintage SF paperback, Corgi, UK, 1974",£4.00,£6.80
"HEINLEIN The Moon is a Harsh Mistress (New English Library, 1977)",£13.50,£16.95
"SIGNED FIRST Edition,1st printing ,Queen of Storms ,Raymond Feist, NEW Hardback",£29.98,£29.98
"Warhammer 40,000: Deathwatch - The Long Vigil (Hardcover Book)",£56.38,£39.10
FRANK HERBERT The Dragon in the Sea 1982 Vtg FRANK HERBERT Book NEL Paperback,£25.05,£16.88
JAMES AXLER RED HOLOCAUST Deathlands Book 1st Australian Paperback Ed Vtg Sci Fi,£25.05,£16.88
RICHARD COWPER Clone 1981 Vtg RICHARD COWPER Book Vtg Pan Book Ian Pollock Book,£25.05,£16.88
All You Need is Kill by Hiroshi Sakurazaka. 2013 3rd Edition US Paperback. ,£8.95,£9.85
Ready Player One by Ernest Cline YA Dystopia Science Fiction Adventure Paperback,£6.17,£16.91
Spy In Space by Patrick Moore. A Scott Saunders Adventure No 1 1979  Paperback.,£5.49,£6.80
"Transit by Edmund Cooper - paperback, Coronet, 1974, cover art by Chris Foss",£4.00,£7.50
ALGIS BUDRYS The Furious Future 1975 Vtg ALGIS BUDRYS Vtg Sci Fi Quartet Books,£18.79,£16.88
ANNE McCAFFREY The Ship Who Won Vtg JODY LYNN NYE Vtg ANNE McCAFFREY Book 2000,£18.79,£16.88
"James Gunn - The Dreamers - classic SF paperback, Methuen, 1982",£3.00,£7.00
Arthur D. Howden Smith - Grey Maiden - Time-Lost - US 1st pbck edition - 1974,£8.00,£12.50
"Star Wars: Knights of the Old Republic Volume 1, 2, 3, 4 - Commencement TPB",£101.48,£39.41
ROSWELL No Good Deed 1st Edition Book Sci Fi Book Roswell TV Show UFO Book,£26.31,£16.88
H.G. WELLS In The Days of the Comet Book Vtg H.G. WELLS FONTANA Science Fiction,£26.31,£16.88
K.A. APPLEGATE The Beginning ANIMORPHS 54 Alien Book TEEN SCI FI TV Media Tie IN,£27.56,£16.88
M.D. Spenser HUMANO MORPHS #3 Caution 2000 like Animorphs author of Shivers ,£13.73,£16.88
"Judge Dredd Annual 1988,",£4.63,£4.99
Vincent King ANOTHER END 1972 Vtg Vincent King 1st Edition Vtg Sci Fi Vtg Robot,£18.79,£16.88
"Earth Abides by George R. Stewart (Paperback, 2006) Book English",£10.09,£11.22
C.S. Lewis Out of the Silent Planet Paperback 1st Edition 1952,£19.99,£12.30
"The Year of the Quiet Sun, by Wilson Tucker - SF paperback, Arrow, 1972",£4.00,£7.00
SERENITY - Those Left Behind - Book 1 / Graphic Novel    *FREE UK POSTAGE*,£5.99,£7.50
"A Dusk of Idols & Other Stories by James Blish (Severn House, 1996) Hardback",£2.25,£9.00
"Star Wars - Lando Calrissian 3 paperbacks - Starcave, Flamewind, Mindharp",£34.95,£20.75
Doctor Who: Sometimes Never by Justin Richards  BOOK ,£32.99,£16.25
"War Of The Roses, Stormbird Trinity Bloodline (2014) 3x Book Novel Lot - Fantasy",£15.79,£19.62
(Good)-The Voyage of the Dawn Treader (Paperback)-C S Lewis-0007753179,£2.29,£1.30
DOUGLAS ADAMS The Restaurant At The End of the Universe HitchHikers Galaxy Book,£18.79,£16.88
Edward Packard THE CAVE OF TIME 1979 CHOOSE YOUR OWN ADVENTURE Book 1 CYOA Book,£16.28,£16.88
 Rebel in Time by Harry Harrison 1984 1st Edition Panther SF Paperback,£5.99,£6.80
"The Sleep Eaters, by John Lymington - SF paperback, Corgi, 1964",£4.00,£7.00
"Artemis Fowl 7 copy slipcase, Slipcase of Editions, Good Condition, ISBN 0141340",£46.60,£38.38
"The Host,Stephenie Meyer- 9781847441843",£2.86,£4.99
Humpty Dumpty in Oakland by Philip K. Dick 1988 UK Paladin PB 1st - Vintage VGC,£39.99,£18.00
Ultimate Threshold: A Collection of the Finest in Soviet SF 1978 UK Penguin PB,£5.99,£8.00
"Only to Die Again by Patrick Lee (Medium Paperback, 2015)",£8.43,£28.95
"V: The Chicago Conversion, George W. Proctor, Good Condition, ISBN 0523424299",£3.76,£1.81
Robert Heinlein WALDO MAGIC INC 1975 Vintage Robert Heinlein Book Sci Fi Novel,£12.53,£16.88
Thomas Wylde DR BONES JOURNEY TO RILLA 6 Vtg Thomas Wylde Book Vtg Alien Book,£20.04,£16.88
"West of The Sun, by Edgar Pangborn - Star Books, 1976, cover art by Colin Hay",£5.00,£7.50
"STAR WARS Episode 1, THE PHANTON MENACE: Junior Novelisation. Patricia Wrede 1st",£36.99,£16.00
"The War Games of Zelos (Expendables 3), by Edmund Cooper, Coronet, 1980",£5.00,£7.50
"Doctor Who Character Encyclopedia 2014,",£2.02,£4.99
"Not Before Time, by John Brunner - SF paperback NEL 1968, Don Punchatz cover art",£3.00,£7.50
"THE TRANSFORMERS ANNUAL,SHEILA CRANNA",£2.82,£4.99
"Night of the Living Rat! by Debra Doyle and James D. MacDonald - Ace Books, 1992",£5.00,£7.50
"The Stone Dogs, by S.M. Stirling - paperback, Baen Books, 1990",£6.00,£15.00
"The Fall of Chronopolis, by Barrington J. Bayley - SF paperback, Fontana, 1980",£6.00,£7.50
William Shatner TEK POWER Book 1994 Vtg William Shatner Book Vtg  Drug Lord Book,£19.42,£16.88
STERLING E LAINER Hiero's Journey Vintage Sterling E Lainer VTG Science Fiction ,£50.11,£16.88
Edgar Wallace KING KONG 1966 Vintage Edgar Wallace Book Vintage KING KONG Book ,£50.11,£16.88
MERERID HOPWOOD SINGING IN CHAINS LISTENING TO WELSH VERSE BOOD AND CD WALES ,£20.00,£11.00
"Leviathan's Deep, by Jayge Carr - SF paperback, Orbut Books, 1981",£4.00,£7.50
"Damnation Alley, by Roger Zelazny - Sphere Books, 1976, cover art by Eddie Jones",£5.00,£7.50
"DUNE by Frank Herbert PB 1977, original movie version, Vintage Sci Fi Book Good",£38.34,£28.19
THOMAS M. DISCH Echo Round His Bones 1979 Pocket Book Vtg THOMAS M. DISCH Book,£50.11,£16.88
 Wynne Whiteford THE HYADES CONTACT1987 Vtg Wynne Whiteford Book Vtg Sci Fi Book,£20.04,£16.88
"Red Dreams by ETCHISON, DENNIS. Book The Cheap Fast Free Post",£5.99,£8.00
The Ark Sakura by Abe Kobo - Novel - English Translation - Book - Paperback,£6.99,£8.99
"Other Americas, by Norman Spinrad - paperback, Bantam Spectra, US, 1988",£10.00,£7.50
K.A. APPLEGATE Elfangor's Secret Vtg ANIMORPHS Megamorphs Book 3 ANIMORPHS Book ,£14.40,£16.88
DAMON KNIGHT Orbit 7 Vtg Gene Wolfe Vtg Thomas M. Disch Book Vtg Richard Hill,£37.58,£16.88
John Wyndham WEB 1983 Vintage John Wyndham Book Skeleton Cover Skull Cover Book,£25.05,£16.88
Ken Catran DEEPWATER BLACK 1995 Vintage Ken Catran Vintage Sci Fi Book,£20.04,£16.88
STAR FIRE BY INGO SWANN TWO COPIES. FICTION NOVEL.,£14.09,£28.95
K.A. APPLEGATE The Sacrifice ANIMORPHS Book 52 Vtg K.A. APPLEGATE Vtg Animorphs,£50.11,£16.88
"Davy, by Edgar Pangborn - paperback, Star Books, 1976, cover art by Colin Hay",£5.00,£7.50
Blackman; Leonardi; Star Wars - Darth Vader & the Lost Command; Titan; Hardcove,£41.83,£10.00
"Cosmic Engineers, by Clifford D Simak - Methuen, 1982, cover art by Chris Moore",£4.00,£7.50
(Very Good)-The Fossil: Science Fiction Thriller: 1 (Secrets of Mars) (Paperback,£9.90,£5.39
"Halo: The Flood, by William C. Dietz - paperback, Orbit Books, 2005",£6.00,£10.00
"The Book of Philip Jose Farmer - SF paperback, Granada Books, 1983",£6.00,£9.50
"Breakfast in the Ruins, by Michael Moorcock - SF paperback, NEL, 1973",£4.00,£7.50
Signed Book - Momenticon by Andrew Caldecott First Edition 1st Print,£17.99,£17.99
"Splinter of the Mind's Eye by Alan Dean Foster (Paperback, 1978) Star Wars",£14.07,£14.09
Arthur C. Clarke THE FOUNTAINS OF PARADISE Book 1986 Vtg Arthur C. Clarke Book,£18.79,£16.88
David Gerrold Star Trek THE TROUBLE with TRIBBLES Vintage Star Trek Original,£18.79,£16.88
"Red Planet, by Robert A Heinlein - paperback, Pan Books, 1973 reprint",£5.00,£7.50
"Double Star, by Robert A. Heinlein - Panther Books, 1974, Tony Roberts cover art",£5.00,£7.50
"The Postman, by David Brin - paperback, Bantam Books, 1987",£7.00,£9.00
"Warhammer 40,000: 'Straight Silver' by Dan Abnett - 2002 US Paperback",£16.99,£11.50
RUSS WINTERBOTHAM THE MEN FROM ARCTURUS PB CONSUL BOOKS 1965,£5.49,£8.30
Prison of Sleep: Book II of the Journals of Zaxony Delatree (Journals of Zaxony ,£6.94,£1.20
Wool Omnibus by Hugh Howey - Paperback GC Fiction Sci-Fi,£9.58,£19.62
"Doctor Who The Vault Treasures from the First 50 Years,Marcus Hearn Steven Moff",£3.10,£4.99
Theodore Sturgeon A WAY HOME 1969 Vtg Theodore Sturgeon Book Vtg Sci Fi Book,£18.79,£16.88
JAMES AXLER Death Lands Red Equinox 1st EDITION 1989 Vtg Sci Fi Book Nuclear War,£20.04,£16.88
"Overlay, by Barry Malzberg - SF paperback, New English Library, 1975",£4.00,£7.50
"The Time Mercenaries, by Philip E. High - vintage SF paperback, Tandem, 1972",£4.00,£7.50
"Deathlands: Twilight Children, by James Axler - paperback, Gold Eagle, 1994",£6.00,£9.00
Have your own Extra-Terrestrial Adventure by Douglas Hill.1st Edition Paperback ,£18.99,£6.80
"EMPIRE OF THE ANTS, H G Wells, US pb 1977 (9780448144559)",£14.95,£6.20
"Maker of Universes, by Philip José Farmer (World of Tiers 1) - Sphere, 1985",£4.00,£7.50
"Warhammer 40,000 Legends Collection No 18 A Thousand Sons By Graham McNeill",£14.00,£17.50
"So long, and thanks for all the fish, by Douglas Adams - Pan, 1985, 2nd print",£5.00,£7.50
"SCP Foundation - Foundation Handbook - Volume I, Defort, Dr. Peter James, Good C",£30.52,£13.63
ROBERT A. HEINLEIN Friday Book Vtg Robert Heinlein 1st Edition Hardcover 1982,£68.90,£28.16
"Star Trek: The Next Generation ‘Ship Of The Line’ (HC,1995) By Diane Carey",£11.28,£18.58
Christopher H. Bidmead FRONTIOS DOCTOR WHO 91 1984 Vtg Doctor Who Target Book,£20.04,£16.88
21ST CENTURY - FOSS - DRAGON'S DREAM - CHRIS FOSS - 1978 1st Editon,£45.10,£28.95
"Skyfall, by Harry Harrison - SF paperback, Granada/Panther, 1985",£3.00,£7.50
Peter Davison's BOOK of ALIEN PLANETS ( DOCTOR WHO Actor ) Short Stories : 1983,£5.92,£9.98
"Revolt in 2100, by Robert A. Heinlein - NEL, 1972, cover art by Bruce Pennington",£5.00,£7.50
WOLF OF SHADOWS Whitley Strieber 1988 Fiction Journey Nuclear Cold War Holocaust,£25.72,£16.88
TERRANCE DICKS Doctor Who and the Underworld 1985 Vintage Doctor Who Target Book,£25.05,£16.88
Galax-Arena By Gillian Rubinstein SIGNED 1994 1st Puffin PB -also selling sequel,£8.46,£9.58
"(Good)-Doctor Who Made of Steel (Paperback)-Dicks, Terrance-184607455X",£1.88,£0.65
"The Stochastic Man, by Robert Silverberg - paperback, Coronet Books, 1978",£3.00,£7.50
Avram Davidson PEREGRINE PRIMUS 1977 Vtg Avram Davidson ACE Fantasy Dragon Book,£25.05,£16.88
 Kate Wilhelm WELCOME CHAOS 1987 Vintage Kate Wilhelm Vtg Marilyn Monroe Book,£25.05,£16.88
FRANK HERBERT The Dragon in the Sea 1982 Vtg FRANK HERBERT Book NEL Paperback,£25.05,£16.88
PHILIP JOSE FARMER Two Hawks from Earth Vtg Philip Jose Farmer Vtg Sci Fi Novel,£25.05,£16.88
"Science Fiction Hall of Fame, The Novellas, Book 3, ed. Ben Bova - Sphere, 1975",£4.00,£7.50
The Handmaid's Tale 1989 Margaret Atwood Vintage Cover Paperback Rare Free Post,£31.01,£28.19
(Good)-The Murder Game (Paperback)-Barton  Beverly-0007899688,£3.09,£2.65
Doctor Who The Chase By John Peel 1989,£14.21,£19.62
"Prologue to Analog, edited by John W. Campbell - SF paperback, Panther, 1967",£5.00,£7.50
Strange Days - Original Text By James Cameron. 9780140255201,£11.99,£21.99
"The Io Encounter: Hard Science Fiction (Ice Moon), Morris, Brandon Q., Good Cond",£8.41,£9.62
"Operation Medusa: Volume 6 (Castle Federation), Very Good Condition, Stewart, Gl",£9.45,£10.00
"Strange England, by Simon Messingham - paperback, Virgin Books, 1994",£10.00,£7.50
"The Other Side of the Sky, by Arthur C. Clarke - VGSF, 1987, Tony Roberts cover",£4.00,£7.50
"Rogue Saucer,John Vornholt",£2.42,£4.99
JAMES AXLER RED HOLOCAUST Deathlands Book 1st Australian Paperback Ed Vtg Sci Fi,£25.05,£16.88
THE MARTIAN WAY Isaac Asimov 1971 author Foundation Series recommended Elon Musk,£25.62,£16.88
"Wall Around A Star, by Frederik Pohl & Jack Williamson - Del Rey Books, 1983",£5.00,£7.50
"Critical Mass, by Frederik Pohl & C.M. Kornbluth - paperback, Bantam Books, 1977",£5.00,£7.50
"The Stars Beneath Our Feet, O'Connor, Peter M, Good Condition, ISBN 1516825268",£6.04,£7.17
Galactic Cluster by James Blish 1963 UK Four Square PB 1st - Vintage SF - VGC,£8.99,£8.00
"Tower of Glass, by Robert Silverberg - SF paperback, Panther, 1977 reprint",£3.00,£7.50
"HIVE OF THE DEAD WARHAMMER 40,000 GAMEBOOK C Z DUNN, Paperback, Pre-owned.",£50.74,£19.62
The Return of Nathan Brazil by Jack Chalker - US paperback Del Rey 1983,£5.00,£7.50
"DOCTOR WHO NUCLEAR TIME,Oli Smith",£2.14,£4.99
"Robin Hood (Disney Classic Retelling), Dhami, Narinder, Good Condition, ISBN 014",£3.11,£1.18
K.A. APPLEGATE The Mutation ANIMORPHS Book Vtg K.A. Applegate Vtg Whale Book,£20.04,£16.88
Our Best: The Best of Frederik Pohl and C.M. Kornbluth. 1987 Baen Paperback.,£9.99,£6.80
"Star Wars Return of the Jedi MARVEL Books Graphic comic novel paperback, Archie",£22.55,£19.06
"Peter D O'Brien SCARLET SPARKLE paperback, signed by author, First Edition 2005",£45.00,£17.70
TERMINATOR SALVATION : FROM THE ASHES (2009) CULT MOVIE SCI-FI FIRST EDITION,£6.77,£11.28
"Doctor Who Peacemaker,James Swallow",£1.90,£4.99
"2001: A Space Odyssey by Arthur C. Clarke (Paperback, 2018) Book English",£18.60,£11.22
"A Fall of Moondust, by Arthur C. Clarke - paperback, Pan Books, 1981",£3.00,£7.50
"World of Ptavvs, by Larry Niven - Orbit, 1980 reprint, Peter Jones cover art",£4.00,£7.50
